Ticker|Name|Exchange|Country
030687.TW|MASTERLINK SECS|TAI|Taiwan
UI408K.MI|UCUSYHOC40A16|MIL|Italy
20954771.VI|NOVN/ERSTE GR ZT|VIE|Austria
57AG32.KS|KISAG32KEPCO- C|KSC|Korea
30510058.VI|ZIL2/ERSTEGR OPT|VIE|Austria
084467.TW|YUANTA SECURITIES CO.LTD C/W 12|TAI|Taiwan
Q08168.MI|MPSEUR03MCAP3C21|MIL|Italy
EONDZ.LS|EONSIND/COBA CT|LIS|Portugal
04206P.TW|YUANTA SECURITIES CO.LTD P/W 07|TAI|Taiwan
SPGS.L|iPath S&P; GSCI Index TR (DE) ETN|LSE|UK
M353B.PA|CAC40/BNP WT 16|PAR|France
FXZKOE-A|C WAR A/Z MINI L|ASX|Australia
Q477S.PA|UNIBL/SG WT 16|PAR|France
LB00CL.F|LBBW 20|FRA|Germany
2297Z.PA|VALOU/COBA WT 15|PAR|France
RIOSWG-A.A|RIO TINTO WBCJN16IW|ASX|Australia
95DP.L|5.4 BCCL/BARC 17ELN|LSE|UK
3037C.PA|EDF/CITI WT 16|PAR|France
Z124B.PA|ALSTO/BNP P-WT OPEN|PAR|France
58AA55.KS|HDSAA55LGE- P|KSC|Korea
35BWZ.AS|AEX/COBA WT OPEN|AMS|Netherlands
FI18B.AS|DAX/BNP WT OPEN|AMS|Netherlands
IHDSRT-A|ISHDIVOPP RBSAU21IW|ASX|Australia
29978077.VI|RHI/ERSTEGR 16 ZT|VIE|Austria
041627.TW|YUANTA SECURITIES C/W 23/06/16(|TAI|Taiwan
QANJOQ-A|QANTAS IMINI|ASX|Australia
46IJ.L|BCCL/BARCLAYS 17|LSE|UK
084699.TW|MEGA SECURITIES CO. LTD. C/W 17|TAI|Taiwan
N860C.AS|ARCMI/CITI WT OPEN|AMS|Netherlands
BAR60.AS|GTI90/BARC 16 CT|AMS|Netherlands
62135-OL.HK|UB#CITSERC1508A|HKG|Hong Kong
AF67G.PA|EURUSD/ING P-WT|PAR|France
7183H.AS|AEX/GOSA CT|AMS|Netherlands
087312.TW|CAPITAL SECURITIES C/W 20/07/15|TAI|Taiwan
54A626.KS|SYSA626SKH- C|KSC|Korea
KTIS42C1508A.BK|CW ON KTIS OF MBKET # A|SET|Thailand
YKIEJ.IS|YKBNK/ISMEN WT 15|IST|Turkey
KNE5L--39DAN.HE|KNEBV/DANSK WTS 15|HEL|Finland
21962436.VI|RCB 19 ZT|VIE|Austria
086521.TW|MASTERLINK SECURITIES C/W 06/07|TAI|Taiwan
A879S.PA|USJPY/SG WT 16|PAR|France
721088.TWO|KGI SECURITIES(TW) C/W 07/04/16|TWO|Taiwan
21099-OL.HK|MB-CNBM@EC1803A|HKG|Hong Kong
CBG13C1602A.BK|CW ON CBG OF KGI # A|SET|Thailand
NYGH57.MI|||
71514P.TWO|Conversion ratio is 5500|TWO|Taiwan
X917B.PA|CAC40/BNP P-WT 16|PAR|France
SB_EUR_1450.ST|||
59ZP.L|HUBEIXI/HSBC WT24|LSE|UK
GN99G.AS|AEX/ING WT OPEN|AMS|Netherlands
033246.TW|MASTERLINK SECS C/W 04/01/16(CA|TAI|Taiwan
23013309.VI|VIG/ERSTEGR P-OPT|VIE|Austria
TYTY5L--38NDS.HE|YTY1V/NORD WTS 15|HEL|Finland
30875660.VI|F2LVOE/EBS ZT|VIE|Austria
033892.TW|MEGA SECURITIES CO C/W 16/12/15|TAI|Taiwan
18310-OL.HK|JPCLIFE@EC1507A|HKG|Hong Kong
29851049.VI|||
67109-OL.HK|UB#SANDSRC1603A|HKG|Hong Kong
54A271.KS|SYSA271KOSPI200- P|KSC|Korea
Q813K.PA|||
SHBC_CAR_NBSB2.ST|||
RIOSZW-A.A|RIO TINTO RBSFE19IW|ASX|Australia
Y186N.PA|BAC/RBS WTS|PAR|France
67086-OL.HK|HS#GEG  RC1510A|HKG|Hong Kong
GNCSRZ-A.A||ASX|Australia
DM1D7T.MI|DBUSINL35E16|MIL|Italy
078523.TW|FUBON SECURITIES C/W 02/03/15(S|TAI|Taiwan
AMAW.SI|NobleGrpMBeCW160601|SES|Singapore
23774.HK|BPLENOV@EC1607A|HKG|Hong Kong
24962850.VI|BMW/RCB 15 ZT|VIE|Austria
M086S.PA|JCDEC/SG WT 16|PAR|France
7630H.AS|AEX/GOSA CT|AMS|Netherlands
Z854B.PA|CAC40/BNP WT 16|PAR|France
574F68.KS|KIS4F68KOSPI200- C|KSC|Korea
UI609K.MI|UCHFCA13.86E16|MIL|Italy
H168Z.PA|||
FXUQOT-A.A|CWAR A/U MINI S|ASX|Australia
58AG38.KS|HDSAG38NHN- C|KSC|Korea
16887.L|IDX/BARCLAYS 16 VRN|LSE|UK
16287-OL.HK|GS-CRES@EC1507A|HKG|Hong Kong
XJOQOD-A.A|MINI L|ASX|Australia
U8IW.SI|IndoAgriMBeCW150504|SES|Singapore
19328-OL.HK|UBSTANC@EC1507B|HKG|Hong Kong
WORSSR-A.A|WORLEYPARS UBS IW|ASX|Australia
UI049L.MI|UCBPV20A16|MIL|Italy
57A448.KS|KISA448KOSPI200- C|KSC|Korea
16136-OL.HK|JP-CRES@EC1503A|HKG|Hong Kong
AH45B.AS|MICHL/BNP WT OPEN|AMS|Netherlands
T543S.PA|||
XJOLOP-A.A|GSLMINIS|ASX|Australia
64BWZ.BR|DR PEPPER S/COBA WT|BRU|Belgium
21491-OL.HK|JP-AGBK@EC1511A|HKG|Hong Kong
SGI_GTM_2116.ST|||
S547S.PA|VALOU/SG P-WT 16|PAR|France
Z313Z.LS|||
25301785.VI|EBS/ERSTEGR 15 ZT|VIE|Austria
0334S.PA|GOLD/SG P-WT 16|PAR|France
07946P.TW|KGI SECURITIES(TW) P/W 03/05/16|TAI|Taiwan
4905T.PA|DAX/UCB P-WT 15|PAR|France
NABKOX-A|NAT. BANK EXPIRING|ASX|Australia
04637P.TW|YUANTA SECURITIES CO.LTD P/W 05|TAI|Taiwan
26686989.VI|7.89762 ZAG/RCB 16|VIE|Austria
30844826.BR|MT/COBA WTS 16|BRU|Belgium
082416.TW|YUANTA SECURITIES CO.LTD C/W 07|TAI|Taiwan
PTTG28C1512A.BK|CW ON PTTGC OF MSTL # A|SET|Thailand
75A601.KS|NOMURAA601NHN- C|KSC|Korea
083106.TW|MEGA SECURITIES CO. LTD. C/W 15|TAI|Taiwan
UI902I.MI|UCHGLE37.655E15|MIL|Italy
JMTDZ.LS|BASKET/COBA CT|LIS|Portugal
57A975.KS|KISA975KOSPI200- C|KSC|Korea
Z711Z.LS|FB/COBA WT 16|LIS|Portugal
AL6446.MI|ALPJDUN54.885E16|MIL|Italy
30911588.VI|GAS/RCB ZT|VIE|Austria
45AC.L|BCCL/BARCLAYS BK 16|LSE|UK
9678C.PA|EURUSD/CITI WT 16|PAR|France
04874P.TW|YUANTA SECURITIES|TAI|Taiwan
NLB1GP.HA|NORDLB 17 VAR|HAN|Germany
NECKOA-A.A|NINE ENT MINI L|ASX|Australia
21758-OL.HK|UBCLIFE@EC1512E|HKG|Hong Kong
XS1210360456.TI|SPGCCLP/GLDM 22 VRN|TLO|Italy
Y662B.PA|ARCMI/BNP WT OPEN|PAR|France
BM48G.PA|EURUSD/ING P-WT|PAR|France
N907S.PA|VINCI/SG WT 15|PAR|France
X773N.PA|DSM/RBS WT OPEN|PAR|France
RHCKOB-A|RAMSAY MINI L|ASX|Australia
Y382B.PA|ARKMA/BNP WT OPEN|PAR|France
19206-OL.HK|JPCSA50@EC1604A|HKG|Hong Kong
UI319L.MI|UCNKE110A15|MIL|Italy
FI24B.AS|ESTX/BNP WT OPEN|AMS|Netherlands
584817.KS|HDS4817S-OIL- C|KSC|Korea
3108C.PA|KER/CITI WT 16|PAR|France
19445.HK|MBCITSE@EC1509A|HKG|Hong Kong
544458.KS|SYS4458KEPCO- P|KSC|Korea
H447Z.PA|PX1/COBA 16 CT|PAR|France
9846T.PA|CAC40/UCB P-WT 16|PAR|France
5955H.AS|BNP/GOSA CT|AMS|Netherlands
24746646.VI|GARAN/RCB OPT 15|VIE|Austria
G465Z.PA|PX1/COBA CT|PAR|France
Z952Z.LS|BPI/COBA P-WT 16|LIS|Portugal
WHA08C1504A.BK|CW ON WHA OF ASP # A|SET|Thailand
037049.TW|JIH SUN SECURITIES C/W 23/02/16|TAI|Taiwan
30911579.VI|BRN/RCB ZT|VIE|Austria
27680226.VI|PST/ERSTEGR 15 ZT|VIE|Austria
719195.TWO|YUANTA SECURITIES C/W 03/12/15(|TWO|Taiwan
S16602.MI|SGDAXC11500E17|MIL|Italy
K444B.PA|||
HVNKOC-A|HARVEY MINI L|ASX|Australia
584B90.KS|HDS4B90DSME- P|KSC|Korea
041174.TW|YUANTA SECURITIES C/W 13/06/16(|TAI|Taiwan
Y361Z.LS|DAX/COBA WT 15|LIS|Portugal
31BJZ.AS|UNITED UTIL/COBA WT|AMS|Netherlands
X622B.PA|CAC40/BNP P-WT 16|PAR|France
X624B.PA|AIRFR/BNP WT 16|PAR|France
X094B.PA|||
03408P.TW|MEGA SECURITIES CO. LTD. P/W 30|TAI|Taiwan
V595B.PA|CAC40/BNP P-WT 16|PAR|France
081817.TW|IBT SECURITIES CO C/W 23/03/15(|TAI|Taiwan
CS20S.PA|XPD/SGE CT.|PAR|France
07949P.TW|JIH SUN SECURITIES P/W 03/05/16|TAI|Taiwan
I79478.TI|DEUTSCHE B. 05MR19|TLO|Italy
085217.TW|WATERLAND SECURITIES CO LTD C/W|TAI|Taiwan
1248S.PA|EURCHF/SG P-WT-18|PAR|France
T986B.PA|UBISF/BNP P-WT 15|PAR|France
6175N.AS|GOLD/RBS WT|AMS|Netherlands
Z194B.PA|CAC40/BNP P-WT 16|PAR|France
GR25G.AS|ABN AMRO BAN/ING WT|AMS|Netherlands
5451C.PA|SOGEN/CITI P-WT|PAR|France
715541.TWO|Conversion ratio is 10000|TWO|Taiwan
041454.TW|CATHAY SEC CORP C/W 17/06/16(AU|TAI|Taiwan
CB13G.AS|EURUSD/ING P-WT|AMS|Netherlands
89AWZ.AS|EUR/USD/COBA 15 CT|AMS|Netherlands
721427.TWO|YUANTA SECURITIES C/W 29/04/16(|TWO|Taiwan
085117.TW|E SUN FINANCIAL HOLDINGS C/W 27|TAI|Taiwan
MINT01C1512A.BK|CW ON MINT OF BLS # A|SET|Thailand
A1HFRU.BE|EXP-IMP 16 ELN|BER|Germany
JMT2Z.LS|BASKET/COBA CT|LIS|Portugal
FI06B.AS|EURUSD/BNP P-WT|AMS|Netherlands
2680Z.BR|GLE/COBA P-WTS 15|BRU|Belgium
041413.TW|SINOPAC SECURITIES C/W 17/06/16|TAI|Taiwan
X950B.PA|CAC40/BNP P-WT 18|PAR|France
62998-OL.HK|JP#HSI  RC1606A|HKG|Hong Kong
6263G.AS|XAG/ING CT|AMS|Netherlands
034639.TW|FIRST SECURITIES I C/W 05/01/16|TAI|Taiwan
RUSSS.AS|RUT/SG ISSUER 20|AMS|Netherlands
QBESWS-A|QBE INSUR. WBC IW|ASX|Australia
X25876.MI|AUSTRIA 20 VRN|MIL|Italy
20200-OL.HK|JP-GEG @EP1510B|HKG|Hong Kong
7859C.PA|ALIBAB/CITI P-WT|PAR|France
UI351K.MI|UCDBKP30A15|MIL|Italy
05138P.TW|FUBON SECURITIES|TAI|Taiwan
034950.TW|CHINATRUST SECS CO C/W 08/03/16|TAI|Taiwan
2940623.VI|SBOX/RCENB ZT|VIE|Austria
22490629.VI|ANDRX2S/RCB ZT|VIE|Austria
X435B.PA|||
79AYZ.AS|ABBN/COBA CT|AMS|Netherlands
HS2X.L|XIAM/HSBC WT22|LSE|UK
9079C.PA|VALOU/CITI WT 15|PAR|France
D264S.PA|NASDA/SG WT 15|PAR|France
088802.TW|YUANTA SECURITIES|TAI|Taiwan
60299-OL.HK|JP#HSI  RP1504F|HKG|Hong Kong
28645674.VI|BMW/RCB 17 ZT|VIE|Austria
21607.HK|JP-BJEW@EC1707A|HKG|Hong Kong
CA4ST.PA|CAC4S/UCB CT|PAR|France
61612-OL.HK|CS#HSI  RC1506C|HKG|Hong Kong
030734.TW|MASTERLINK SECS|TAI|Taiwan
088383.TW|MEGA SECURITIES CO. LTD. C/W 11|TAI|Taiwan
088089.TW|KGI SECURITIES C/W 04/08/15(EVE|TAI|Taiwan
VAIPM.IS|VAKBN/ISMEN P-WT 16|IST|Turkey
H828B.PA|PX1/BNPAI WT15|PAR|France
UBSO_GTM_ASSF49TI|||
P81787.MI|BPASX5E4200E15|MIL|Italy
18D5Z.BR|||
4B56Z.PA|VOW3/COBA CT|PAR|France
I02079.MI|BIFTMIBC30000E16|MIL|Italy
Z231B.PA|CAC40/BNP WT 16|PAR|France
TDAX5L9600NDS.HE|DAX/NORD WTS 15|HEL|Finland
USIZR.IS|USD/ISMEN P-WT 15|IST|Turkey
64363-OL.HK|JP#HSI  RC1603Y|HKG|Hong Kong
28VBZ.AS|||
FG36B.AS|HEINK/BNP WT OPEN|AMS|Netherlands
X015B.PA|TF1/BNP P-WT OPEN|PAR|France
SUGU.L|UBS AG, London Branch|LSE|UK
Z074B.PA|DAX/BNP P-WT 16|PAR|France
0463T.PA|UNIBL/UCB WT 16|PAR|France
G857Z.BR|GOOG/COBA WTS 16|BRU|Belgium
11851720.VI|||
66527-OL.HK|SG#HSI  RC1512E|HKG|Hong Kong
0290C.PA|UBISF/CITI P-WT|PAR|France
FM46G.AS|||
WOWSRX-A|WOOLWORTHS RBSAU21IW|ASX|Australia
WPLJOU-A|WOODSIDE IMINI|ASX|Australia
Q295S.PA|NEOPO/SG P-WT 16|PAR|France
30844855.BR|RCO/COBA WTS 16|BRU|Belgium
SYDJOP-A|SYDAIRPORT IMINI|ASX|Australia
9967C.PA|CAC40/CITI WT OPEN|PAR|France
E726Z.BR|VIV/COBA WTS 16|BRU|Belgium
81BYZ.AS|OCI NV/COBA P-WT|AMS|Netherlands
085687.TW|YUANTA SECURITIES CO.LTD C/W 11|TAI|Taiwan
ORGSWR-A|ORIGIN ENE WBC IW|ASX|Australia
X062B.PA|GLDFIXP/BNP WT 15|PAR|France
10662925.VI|NTX/ERSTE GR ZT|VIE|Austria
087951.TW|E SUN FINANCIAL HOLDINGS C/W 03|TAI|Taiwan
082316.TW|YUANTA SECURITIES CO.LTD C/W 02|TAI|Taiwan
HSH4GN.F|SX5E/HSH 19|FRA|Germany
T372K.PA|||
60314-OL.HK|CS#HSI  RP1510W|HKG|Hong Kong
Q874N.AS|EAD/RBS WT OPEN|AMS|Netherlands
584B43.KS|HDS4B43KBFG- P|KSC|Korea
75A277.KS|NOMURAA277KOSPI200- C|KSC|Korea
039748.TW|CHINATRUST SECS CO C/W 26/04/16|TAI|Taiwan
TOTE6O--36NDS.HE|OTE1V/NORD P-WTS 16|HEL|Finland
E884G.AS|GDF/ING WT OPEN|AMS|Netherlands
030443.TW|CAPITAL SECURITIES|TAI|Taiwan
Y647B.PA|CAC40/BNP WT 15|PAR|France
X767B.PA|WALMT/BNP WT OPEN|PAR|France
GN63G.AS|EURAUD/ING WT OPEN|AMS|Netherlands
INV6E-300SWE.ST|INVEB/SWED WTS 16|STO|Sweden
X80988.TI|SPM/BNPP ARBITR 18|TLO|Italy
69063-OL.HK|UB#HSI  RC1506G|HKG|Hong Kong
66722-OL.HK|HS#C UNIRC1610A|HKG|Hong Kong
ORS1S.PA|GOLD X10/SGE OPEN|PAR|France
T132B.PA|UBISF/BNP WT 15|PAR|France
26688223.VI|VOE/RCB OPT 16|VIE|Austria
EW71G.AS|||
2Z59Z.PA|||
22532986.VI|ZAG/ERSTEGR OPT|VIE|Austria
BULL-STORA-X2-NF.HE|STERV/NORD ETN|HEL|Finland
7Z66Z.PA|VISA/COBA WT OPEN|PAR|France
I02520.MI|BIDBKC30E16|MIL|Italy
24794637.VI|MUV2/RCB 15 ZT|VIE|Austria
U992B.PA|DAX/BNP P-WT 16|PAR|France
S15036.MI|SGIUCG140%E16|MIL|Italy
584B13.KS|HDS4B13GSHS- C|KSC|Korea
75A237.KS|NOMURAA237SEC- C|KSC|Korea
584D76.KS|HDS4D76DAELIM- C|KSC|Korea
30890920.PA|TOTAL/CITI WT 16|PAR|France
038188.TW|JIH SUN SECURITIES C/W 16/03/16|TAI|Taiwan
039526.TW|YUANTA SECURITIES C/W 19/04/16(|TAI|Taiwan
036844.TW|E.SUN FINL HLDGS C/W 18/02/16(N|TAI|Taiwan
716180.TWO|Conversion ratio is 9000|TWO|Taiwan
A038T.PA|PORSH/UCB P-WT 16|PAR|France
67BYZ.BR|AEX/COBA P-WT OPEN|BRU|Belgium
04501P.TW|CAPITAL SECURITIES P/W 28/07/15|TAI|Taiwan
T179C.AS|CAC40/CITI WT OPEN|AMS|Netherlands
BULL-KOPPAR-X4-S.ST|COPPER/SEB 22|STO|Sweden
719380.TWO|CATHAY SEC CORP C/W 14/06/16(KU|TWO|Taiwan
Y975Z.LS|NASDA/COBA P-WT|LIS|Portugal
040682.TW|YUANTA SECURITIES C/W 23/05/16(|TAI|Taiwan
62157-OL.HK|HS#HKEX RC1601E|HKG|Hong Kong
P350B.PA|VALEO/BNP WT 16|PAR|France
4658H.AS|||
594121.KS|MIRAE ASSET SECURI C/WTS 03/03/|KSC|Korea
K72035.MI|AKREUR3MCAP3.5P25|MIL|Italy
18699-OL.HK|MB-CRCC@EC1508A|HKG|Hong Kong
26630920.VI|ZAG/ERSTEGR OPT|VIE|Austria
718578.TWO|YUANTA SECURITIES C/W 26/10/15(|TWO|Taiwan
FS60G.AS|||
26630889.VI|||
0655H9.KL|CHINA50-H9: PW FTSE CHINA A50 I|KLS|Malaysia
10421488.VI|CL/RCB ZT|VIE|Austria
UBSC_DPRLH.ST|||
035695.TW|JIH SUN SECURITIES C/W 27/01/16|TAI|Taiwan
584B19.KS|HDS4B19LGE- C|KSC|Korea
U910K.PA|||
036192.TW|CAPITAL SECURITIES C/W 07/03/16|TAI|Taiwan
ITD13C1506A.BK|CW ON ITD OF KGI # A|SET|Thailand
65413-OL.HK|UB#SANDSRC1512A|HKG|Hong Kong
04352P.TW|YUANTA SECURITIES CO.LTD P/W 20|TAI|Taiwan
66BVZ.BR|AEX/COBA P-WT OPEN|BRU|Belgium
69890-OL.HK|UB#HSI  RP1510D|HKG|Hong Kong
2V30Z.PA|||
CSLJOJ-A|CSL IMINI|ASX|Australia
GAIRL.IS|GARAN/ISMEN P-WT 16|IST|Turkey
85SN.L|PARAGON 36 VRN|LSE|UK
64KRZ.AS|UNIBL/COBA WT OPEN|AMS|Netherlands
51QK.L|EUKAIROS/HSBC 18|LSE|UK
089060.TW|YUANTA SECURITIES CO.LTD C/W 10|TAI|Taiwan
62999-OL.HK|JP#HSCEIRC1606A|HKG|Hong Kong
71646P.TWO|Conversion ratio is 5000|TWO|Taiwan
G418Z.PA|TEC/COBA P-WTS 16|PAR|France
5147Z.LS|DAX/COBA WT 16|LIS|Portugal
BA34G.PA|EUJPY/ING P-WT OPEN|PAR|France
58AA68.KS|HDSAA68KOSPI200- P|KSC|Korea
FW70G.AS|RWE/ING WT OPEN|AMS|Netherlands
EE99B.AS|||
032469.TW|YUANTA SECURITIES C/W 21/12/15(|TAI|Taiwan
088290.TW|MEGA SECURITIES CO. LTD. C/W 10|TAI|Taiwan
030383.TW|E.SUN FINL HLDGS|TAI|Taiwan
X02952.TI|BSKT/BNPP ARBITR 16|TLO|Italy
G689Z.PA|GA/COBA CT|PAR|France
