Ticker|Name|Exchange|Country
93TH.L|ALLIANCE OIL CO 19|LSE|UK
A1G9AN.SG|2.5 ORANGE 23 EMTN|STU|Germany
WGZ7JF.DU|2.11 WGZ A 711|DUS|Germany
A1Z3Q8.MU|2 KRAFT HEINZ 23|MUN|Germany
LB0ECD.SG|3.715 LBBW 19R12262|STU|Germany
12VA.L|0 LLOYDS BK45GMTN-S|LSE|UK
A0VSGU.F|4.25 EANDIS 20|FRA|Germany
A1GVYY.F|5.75 QUEENSLAND 24|FRA|Germany
SMFHYARG.BO|SUNDARAM HYBRID FUND - SERIES|BSE|India
A1ZE21.HM|VW INTL FINANCE VRN|HAM|Germany
A1G2FM.DU|5 WORLD BANK 22 MTN|DUS|Germany
NLB674.F|NLB 18 S 1535 VAR|FRA|Germany
B:SHRIRAMCIT-NE.N|SHRIRAM CITYUNI FIN.LTD.|NSI|India
32GK.L|3.5 BRISTOL WATER|LSE|UK
SEB0E1.MU|SEB VRN REG-S S73|MUN|Germany
A1Z7FD.MU|5.42 RENFIN III 16|MUN|Germany
YXA.PA|3.75 AXA 17 CV TSR|PAR|France
A0GNUZ.MU|5 TURKEY 16|MUN|Germany
EU2018.SW|2.125 BNG 15 REG-S|EBS|Austria
610743.F|5.375 US TR BDS 31|FRA|Germany
X99931.TI|2.5 ORANGE 23 EMTN|TLO|Italy
H441F29DD1.BO|HDFC MUTUAL FUND - HDFC FMP 44|BSE|India
A1G95L.SG|5.375 COLOM 22SRN-S|STU|Germany
A1G4HR.MU|4.25 STRABAG 19EMTN|MUN|Germany
A1ZNRG.BE|1.875 MOBIMO 24|BER|Germany
A1YC1E.SG|3.25 ALLIANZ OPEN|STU|Germany
HV2AL6.MU|0.27 UCB 20 S 1872|MUN|Germany
NAB082.SW|4.25 NAB 15|EBS|Austria
975RCL2019.BO|RCL-9.75%-B303-11-9-19-PVT|BSE|India
PST16.MI|4.75 BTP-15ST16|MIL|Italy
WLB90H.SG|WESTLB 18 |STU|Germany
980FCL20.BO|FCL-9.80%-10-9-20-PVT|BSE|India
SEB8E9.DU|4.125 SEB 21 EMTN|DUS|Germany
A1G3BC.F|4.25 IBERDRO 18EMTN|FRA|Germany
KTKFMP127DD.BO|KOTAK MAHINDRA MUTUAL FUND - K|BSE|India
A0G4S6.SG|2.75 HET ASS RE15EM|STU|Germany
A1X3DQ.BE|10.5 KFW 17 REG-S|BER|Germany
48VJ.L|W&DB; ISSUER 27 VRN|LSE|UK
0ICICIHFC18.BO|ICICIHFC-ZC-27-9-18-PVT|BSE|India
A141BE.HA|8 GERMAN PELL G|HAN|Germany
A0E6VE.BE|4.125 EDP FIN 20|BER|Germany
A0B9VG.HM|PNE WIND  14 G|HAM|Germany
127630.L|2.375 THE CO-OP 15|LSE|UK
A1G75J.BE|5 NAB 17 REG-S SR|BER|Germany
A1ZJUE.BE|4.75 INVESTCORP 19|BER|Germany
A1REV5.MU|2.5 LANDW RENTEN 21|MUN|Germany
OBOS18-PRO.OL|4.4 OBOS BBL 20|OSL|Norway
1125PCL17A.BO|PCL-11.25%-C-21-6-17-PVT|BSE|India
I73960.TI|3.3 VENETO B 18LU15|TLO|Italy
TFM47MA.BO|TATA FIXED MATURITY PLAN SERIE|BSE|India
BPA182200730.MX|IPAB 20 200730 FR|MEX|Mexico
A1ML4T.HM|6.75 FUSS G-S 19|HAM|Germany
A1A06G.SG|4.125 BNDES 17REG-S|STU|Germany
X97261.TI|4.375 NAT GRID 20|TLO|Italy
A1ZYWA.DU|1.875 COCA-COLA 30 |DUS|Germany
ZAR007.SW|0 DEV BK STHN 27|EBS|Austria
A14J4G.SG|7 STEILMANN BFP 17|STU|Germany
SMFCP45G.BO|SUNDARAM CAPITAL PROTECTION OR|BSE|India
A1ZFJ6.BE|BMW FINANCE 17 FRN|BER|Germany
37UH.L|PARAGON41FRN-S CL D|LSE|UK
AMX10.SW|2.25 AMERMOVIL 15|EBS|Austria
LB0FR7.SG|LBBW 16 R 13959|STU|Germany
835HDFCB25.BO|HDFCBL-8.35%-15-12-25-PVT|BSE|India
A18V4H.MU|2.2 VISA 20 NTS|MUN|Germany
JPM38E.SG|4.65 JPMORG 17 MTN|STU|Germany
MHB900.MU|2 MHB 18 S1600 EMTN|MUN|Germany
GZT-B2.TA|GAZIT GL 17 SB2 FRN|TLV|Israel
A1ZSTU.F|2.45 JOHN 21 SRN|FRA|Germany
07KY.L|0 T-STRIP 21 PRINCP|LSE|UK
A1G976.F|5.375 PETROBRAS 29|FRA|Germany
2191949.SW|7.5 KFW 15|EBS|Austria
I93227.TI|5.55 BCMTPASC11GN20|TLO|Italy
FSBKR05-PRO.OL|FANA SPB BOL 16 FRN|OSL|Norway
A1X3CC.MU|9.5 KFW 16|MUN|Germany
A0JQGE.F|0 KFW 36 NTS|FRA|Germany
A1GLWD.BE|5.875 EDP FIN 16|BER|Germany
ZAR203.SW|7 EIB 15|EBS|Austria
3130730.AS|6 KPN 19 GMTN|AMS|Netherlands
316092.MU|BAY LDBK 15S6092VAR|MUN|Germany
US752.SW|3 WESTPAC 15 NTS 2|EBS|Austria
A1HLWC.BE|0.375 SCHINDLER 17|BER|Germany
H372DFEBDG.BO|HDFC MUTUAL FUND - HDFC FMP 37|BSE|India
LB0R0M.SG|1.4 LBBW 18 -S|STU|Germany
RFHXXV02D.BO|RELIANCE MUTUAL FUND- RELIANCE|BSE|India
OCY02.OL|OCEAN YIEL 19 FRN-S|OSL|Norway
A1Z6T5.SG|5.2 BIOGEN NTS 45|STU|Germany
A14J57.DU|1.75 THYSSEKRU20 S2|DUS|Germany
KTKFMP102DD.BO||BSE|India
LB0YVW.SG|LBBW 18 VAR|STU|Germany
3602806.VI|ALL SPK OB 31 A6VAR|VIE|Austria
A1ZLHU.BE|NOVAFIVES 20 FRN -S|BER|Germany
A1K0WN.DU|2 KFW 17 REG-S|DUS|Germany
A1ZC2A.MU|5 NAB 21 GMTN|MUN|Germany
ZKB114.SW|2 ZKB 25 S 114|EBS|Austria
RU000A0JQVD1.ME|RBC 18 S 4 FRN|MCX|India
HALC.L|8.75 HALIFAX  REGD|LSE|UK
HSH4MP.F|HSH 23 S1991|FRA|Germany
840056.F|6.9 MAY DEP 32 NTS|FRA|Germany
HV2AE0.MU|UCB 16 S 1662 VAR|MUN|Germany
299770.F|6.5 AT&T; 29 NTS|FRA|Germany
BSLFTPHJRN.BO|BIRLA SUN LIFE FIXED TERM PLAN|BSE|India
HLB07D.BE|1.3 HELABA 20|BER|Germany
TFM43CC.BO|TATA FIXED MATURITY PLAN SERIE|BSE|India
DLKG-B13.TA|DELEK GROUP 21 FRN|TLV|Israel
LBW6CK.SG|0 LBBW 33 R 6151|STU|Germany
42DF.L|GRAN54 1B1 07-2 FRN|LSE|UK
T-DBG.TO|LANESBOROUGH REIT 9.5 PCT SER G|TOR|Canada
71VZ.L|2 SANTANDER FIN|LSE|UK
A0LPSS.MU|AMERICAN INTL 67VRN|MUN|Germany
SPBKR25.OL|3.65 SPBK 1 BOLIG16|OSL|Norway
3971707.VI|3.7 S-WOHNB 22 A2 W|VIE|Austria
A1GLL6.SG|7. 25 HALYK BANK 21|STU|Germany
A0NW92.F|5.375 VODAFO 22EMTN|FRA|Germany
124028.HM|4.125 BL BRD 15|HAM|Germany
A1UDV3.MU|2.125 DEUTSCHE TE21|MUN|Germany
812PFC17.BO|PFC-8.12%-17-4-17-PVT|BSE|India
HLB4K4.F|1.1 HELABA 18 E513|FRA|Germany
LBB5KF.F|LBB 15 VAR|FRA|Germany
896PFC19.BO|PFC-8.96%-121B-21-10-19-PVT|BSE|India
A0T5X0.HM|6 DT TEL 17 |HAM|Germany
A1G7ZK.BE|2.25 DAIMLER19 -S|BER|Germany
A1G6RD.F|2.25 LEASE 16 EMTN|FRA|Germany
204003.SS|GC003|SHH|Australia
A1GZRB.SG|3.375 ENEXI 22 EMTN|STU|Germany
A0GWWW.F|DZ BANK PERP T1FRN|FRA|Germany
A1GX0E.MU|6.625 SNS 16 EMTN|MUN|Germany
NLB2FH.HA|NORDLB 17 VAR|HAN|Germany
A1ZFX9.MU|4.75 BOMB19 SRN-S|MUN|Germany
US8JE1.TI|US TR BDS 18 D-2018|TLO|Italy
IPRU1100P.BO|ICICI PRUDENTIAL INTERVAL FUND|BSE|India
A1ZK41.SG|2.25 WORLD 21 NTS|STU|Germany
10RENP17.BO|RENP-10%-31-12-17-PVT|BSE|India
75UQ.L|HOLMES 54 FRN REG-S|LSE|UK
TSPL13JAN11.BO|TSPL-9.8%-13-01-2024-PVT|BSE|India
A1TNFU.SG|5.125 TAG IMMOBI18 |STU|Germany
WLB441.DU|WESTLB 16 FRN|DUS|Germany
98IV.L|9.375 HALIF21 REG-S|LSE|UK
A1Z6JG.BE|1.125 CS AG 20 EMTN|BER|Germany
A1AULQ.MU|6.375 LEBAN 20 GMTN|MUN|Germany
1370AMFP21A.BO|AMFPL-13.70%-8-12-21-PVT|BSE|India
TENV18.TI|CCT-EU 1NV18|TLO|Italy
A1VH8A.SG|4.125 IND25 13 1-S|STU|Germany
1350PFSPL16.BO|PFSPL-13.50%-2-12-16-PVT|BSE|India
ALYR-B1.TA|ALL YEAR 23 S1 FRN|TLV|Israel
57TC.L|BLUEST 43 FRN REG-S|LSE|UK
XS1115184753.TI|9.25 EIB 24 REG-S|TLO|Italy
A1ZAQK.BE|4.875 WESTPAC19EMTN|BER|Germany
A1ZE2E.DU|CARREFOUR 18 FRN SR|DUS|Germany
122115.SS|SINOVEL WIND GROUP CO LTD 6% BD|SHH|Australia
A0UJTG.DU|6 WEST AUSTRL 23|DUS|Germany
A1Z06M.DU|3.25 ORACLE 30 SRN|DUS|Germany
A1A1DJ.DU|2.375 EU 17 MTN|DUS|Germany
A0LPYV.F|4 REP OF SLOVENIA18|FRA|Germany
A1ZD5X.BE|0.25 US TR NTS 16|BER|Germany
A1PGQK.HM|1.375 HASPA 17 A14|HAM|Germany
A0TMMN.SG|1.25 IMMOFINANZ17CV|STU|Germany
BA0AEY.DU|4.2 BAC 24 SMTN L|DUS|Germany
A1HQSL.F|3.85 STARB 23 SRN|FRA|Germany
A1HJDR.SG|3.75 TURKIYE 18 |STU|Germany
A13R63.BE|1.75 KRED 19 SRN|BER|Germany
EU349.SW|5.5 FRG 31|EBS|Austria
A1ZD85.SG|2 POHJOLA BK 21EMTN|STU|Germany
80GI.L|3.33 ORESUNDS 16|LSE|UK
MS0KK0.DU|4.75 MS 18 GMTN|DUS|Germany
A1EWJ7.BE|3.25 IBB 18 S 103|BER|Germany
NWB045.MU|4.25 NRWBK19A045MTN|MUN|Germany
0BFL2016C.BO|BFL-ZC-23-08-2016-PVT|BSE|India
71HN.L|4.25 JPMF MERCANT|LSE|UK
11FI.L|MARKS 21 VRN REG-S|LSE|UK
A1AVVG.F|1.75 EIB 17|FRA|Germany
XS0934529768.TI|4 GE CAP FDG 18EMTN|TLO|Italy
A1ZYK0.F|1.25 GLENCORE21EMTN|FRA|Germany
LBB4AS.SG|5.875 LAND 19 EMTN|STU|Germany
A1ASZ0.HM|4.125 ALSTOM 17|HAM|Germany
IOBSR3PERP.BO|IOB-2006PERP-SR3-9.20%-PVT|BSE|India
559465.F|6 CNA 15|FRA|Germany
EEF13.SW|1 ENERGIEFINANZ. 18|EBS|Austria
BP7TTX.SG|BNPP 19 FRN |STU|Germany
A1GT0B.BE|6.25 INTER-AM 17MTN|BER|Germany
122209.SS|PETROCHINA CO 4.55% BDS 22/11/1|SHH|Australia
A0A3HZ.F|DEXIA KO 2E1246VAR|FRA|Germany
HSH4K1.HM|HSH 15 S 1935 VAR|HAM|Germany
A0BVTA.DU|5 KFW 24|DUS|Germany
A0AU22.BE|8.125 PANAMA 34|BER|Germany
A0G4X4.EX|4.15 AUSTRIA 37|EUX|Germany
A0DW62.SG|VIENNA INS TR 2 VAR|STU|Germany
A13SJL.MU|4 VIB 16 W|MUN|Germany
AB100L.HA|6.75 AIR BERLIN19-S|HAN|Germany
F85721.MI|0.25 FCE OAT 16|MIL|Italy
A1Z5RD.BE|3.7 APPLE 22 MTN|BER|Germany
JSPL8JAN10F.BO|JSPL-9.80%-08-07-2020-PVT|BSE|India
A1HG1J.F|1.375ALLIANZ18S60-S|FRA|Germany
782273.MI|2.125 VOLKSWAGEN 22|MIL|Italy
75DN.L|GREAT HALL 39 FRN|LSE|UK
ZCECSL17.BO|ECSL-ZC-10-4-17-PVT|BSE|India
LBB5NF.F|LBB 15 S 661|FRA|Germany
985874.F|6.875 JCP 15MTN-A-4|FRA|Germany
BOSL35-PRO.OL|BANK 1 OSLO 18 FRN|OSL|Norway
A0Z1Q9.MU|2.875 HESSEN18S1113|MUN|Germany
A1Z9PX.F|2.2 BOEING 22 NTS|FRA|Germany
451038.F|11.875 TURKEY 30 SR|FRA|Germany
A0G4SJ.MU|4.375 HETA 17 S232|MUN|Germany
A18VUY.BE|2.75 MCDONALD20 MTN|BER|Germany
A1A02M.F|3.125 TOTAL 22 EMTN|FRA|Germany
BLB65T.F|BAYLB 15 S30801 VAR|FRA|Germany
A1AM3X.SG|5.375 RBS 19 EMTN|STU|Germany
A1HEX5.F|1.125 KOMMUN 18EMTN|FRA|Germany
A0LRWN.MU|14.5 KFW 17 REG-S|MUN|Germany
NLB8FJ.HA|NLB 30 S1844 VAR|HAN|Germany
A1HTRR.F|2.5 UNICREDIT19EMTN|FRA|Germany
A0GHCY.DU|5.5 EUROFIMA 20 MTN|DUS|Germany
BSLIAP8DG.BO|BIRLA SUN LIFE INTERVAL INCOME|BSE|India
11004931.AS|0 NL 20 PRINCIPAL|AMS|Netherlands
IPRU8374.BO|ICICI PRUDENTIAL FIXED MATURIT|BSE|India
16EI.L|5.375 ZAMB 22-144A|LSE|UK
3108146.PA|5.125 VEOLIA ENV.22|PAR|France
NOK334.SW|2.25 ABN 17 EMTN|EBS|Austria
A1Z260.SG|3.95 BAT 25 SRN-S|STU|Germany
NLB696.HA|NORDLB 21 S1741 VAR|HAN|Germany
478032.MU|6 HYDRO QUEBEC 16|MUN|Germany
NONG75-PRO.OL|SPB1NORDNRG 19 FRN|OSL|Norway
A0UC88.SG|7 WESTERN AUST 21|STU|Germany
33QC.L|HITACHI CAPITA15FRN|LSE|UK
A0NZY9.F|TRANSREGIONAL 20VRN|FRA|Germany
A0TJUS.BE|5.95 VIRGINIA17 SRN|BER|Germany
LEI10.SW|2 KW LEIBSTADT 16|EBS|Austria
A0NT6A.SG|4 CZECH REP 17 S51|STU|Germany
X09538.TI|5.5 E.ON 16 REG-S|TLO|Italy
BONDESD180419.MX|BONDES D 18 FR|MEX|Mexico
A0N1X2.SG|5.95 JOHNSON 37 NTS|STU|Germany
DY64.L|0 T-STRIP 25 PRINCP|LSE|UK
A0G004.F|4.375 CITI 18 EMTN|FRA|Germany
K_2012.ST|2.5 KOMMUNINV 20|STO|Sweden
ZUR14.SW|1.125 STADT ZH 23|EBS|Austria
KTKFMP100D.BO|KOTAK MAHINDRA MUTUAL FUND - K|BSE|India
A1ZPYM.BE|2.625 EDP 22 EMTN-S|BER|Germany
A1GX88.F|4.75 TUPPER 21 SRN|FRA|Germany
I72012.MI|BARCLAYS 06LG16|MIL|Italy
A1HQUZ.SG|5.375 EXP-IMP19EMTN|STU|Germany
A1ZUS5.F|0.8 IRELAND 22 -S|FRA|Germany
94JD.L|3.1 FINGRID OYJ 15|LSE|UK
0RHPL19C.BO|RHPL-ZC-2-2-19-PVT|BSE|India
RU000A0JV0G0.ME|PROMNEFTES 19 S BO1|MCX|India
BRL885.HM|BRE LB 17 S 185 FRN|HAM|Germany
A1GPNL.MU|6.375 WESTPAC 15|MUN|Germany
A1MLZX.DU|2.375 WL BK 21 EMTN|DUS|Germany
A11QYD.SG|4.5 KFW 20|STU|Germany
A1HSC6.F|3 OEBB INFR 33|FRA|Germany
B3JC.MI|CITIGROUP FDG 16VRN|MIL|Italy
40IN.L|BANK OF MON 15FRN-S|LSE|UK
